KNN_ ['mean'] ; 0.9022082018927445 ; 0.7760252365930599 ; 0.8769716088328076 ; 0.7413249211356467
KNN_ ['median'] ; 0.9053627760252366 ; 0.7981072555205048 ; 0.8769716088328076 ; 0.7570977917981072
KNN_ ['var'] ; 0.9053627760252366 ; 0.7444794952681388 ; 0.8769716088328076 ; 0.7602523659305994
KNN_ ['kurtosis'] ; 0.8990536277602523 ; 0.7570977917981072 ; 0.8738170347003155 ; 0.7476340694006309
KNN_ ['skew'] ; 0.9053627760252366 ; 0.7823343848580442 ; 0.8706624605678234 ; 0.7476340694006309
KNN_ ('mean', 'kurtosis') ; 0.9022082018927445 ; 0.7697160883280757 ; 0.8769716088328076 ; 0.7381703470031545
KNN_ ('mean', 'var') ; 0.9053627760252366 ; 0.7791798107255521 ; 0.8769716088328076 ; 0.7444794952681388
KNN_ ('mean', 'median') ; 0.9022082018927445 ; 0.7634069400630915 ; 0.8769716088328076 ; 0.7602523659305994
KNN_ ('mean', 'skew') ; 0.9022082018927445 ; 0.7697160883280757 ; 0.8769716088328076 ; 0.7413249211356467
KNN_ ('kurtosis', 'var') ; 0.9053627760252366 ; 0.7476340694006309 ; 0.8769716088328076 ; 0.7602523659305994
KNN_ ('kurtosis', 'median') ; 0.8990536277602523 ; 0.7760252365930599 ; 0.8675078864353313 ; 0.7413249211356467
KNN_ ('kurtosis', 'skew') ; 0.9053627760252366 ; 0.7886435331230284 ; 0.8738170347003155 ; 0.7854889589905363
KNN_ ('var', 'median') ; 0.9053627760252366 ; 0.7728706624605678 ; 0.8769716088328076 ; 0.7570977917981072
KNN_ ('var', 'skew') ; 0.9053627760252366 ; 0.7444794952681388 ; 0.8769716088328076 ; 0.7602523659305994
KNN_ ('median', 'skew') ; 0.9053627760252366 ; 0.7917981072555205 ; 0.8769716088328076 ; 0.7570977917981072
KNN_ ('mean', 'kurtosis', 'var') ; 0.9053627760252366 ; 0.7791798107255521 ; 0.8769716088328076 ; 0.7444794952681388
KNN_ ('mean', 'kurtosis', 'median') ; 0.9022082018927445 ; 0.7634069400630915 ; 0.8769716088328076 ; 0.7602523659305994
KNN_ ('mean', 'kurtosis', 'skew') ; 0.9022082018927445 ; 0.7665615141955836 ; 0.8769716088328076 ; 0.7381703470031545
KNN_ ('mean', 'var', 'median') ; 0.9053627760252366 ; 0.7823343848580442 ; 0.8738170347003155 ; 0.7413249211356467
KNN_ ('mean', 'var', 'skew') ; 0.9053627760252366 ; 0.7791798107255521 ; 0.8769716088328076 ; 0.7444794952681388
KNN_ ('mean', 'median', 'skew') ; 0.9022082018927445 ; 0.7634069400630915 ; 0.8769716088328076 ; 0.7602523659305994
KNN_ ('kurtosis', 'var', 'median') ; 0.9053627760252366 ; 0.7728706624605678 ; 0.8769716088328076 ; 0.7570977917981072
KNN_ ('kurtosis', 'var', 'skew') ; 0.9053627760252366 ; 0.7476340694006309 ; 0.8769716088328076 ; 0.7602523659305994
KNN_ ('kurtosis', 'median', 'skew') ; 0.9053627760252366 ; 0.7917981072555205 ; 0.8769716088328076 ; 0.7697160883280757
KNN_ ('var', 'median', 'skew') ; 0.9053627760252366 ; 0.7728706624605678 ; 0.8769716088328076 ; 0.7570977917981072
KNN_ ('mean', 'kurtosis', 'var', 'median') ; 0.9053627760252366 ; 0.7823343848580442 ; 0.8738170347003155 ; 0.7413249211356467
KNN_ ('mean', 'kurtosis', 'var', 'skew') ; 0.9053627760252366 ; 0.7791798107255521 ; 0.8769716088328076 ; 0.7444794952681388
KNN_ ('mean', 'kurtosis', 'median', 'skew') ; 0.9022082018927445 ; 0.7665615141955836 ; 0.8769716088328076 ; 0.7602523659305994
KNN_ ('mean', 'var', 'median', 'skew') ; 0.9053627760252366 ; 0.7823343848580442 ; 0.8738170347003155 ; 0.7413249211356467
KNN_ ('kurtosis', 'var', 'median', 'skew') ; 0.9053627760252366 ; 0.7728706624605678 ; 0.8769716088328076 ; 0.7570977917981072
KNN_ ('mean', 'kurtosis', 'var', 'median', 'skew') ; 0.9053627760252366 ; 0.7823343848580442 ; 0.8738170347003155 ; 0.7413249211356467




NB_ ['mean'] ; 0.9148264984227129 ; 0.7444794952681388 ; 0.889589905362776 ; 0.7444794952681388
NB_ ['median'] ; 0.7760252365930599 ; 0.7444794952681388 ; 0.889589905362776 ; 0.7444794952681388
NB_ ['var'] ; 0.9085173501577287 ; 0.7665615141955836 ; 0.8832807570977917 ; 0.7129337539432177
NB_ ['kurtosis'] ; 0.9148264984227129 ; 0.7444794952681388 ; 0.8832807570977917 ; 0.7444794952681388
NB_ ['skew'] ; 0.917981072555205 ; 0.7444794952681388 ; 0.8706624605678234 ; 0.722397476340694
NB_ ('mean', 'kurtosis') ; 0.9148264984227129 ; 0.7476340694006309 ; 0.8832807570977917 ; 0.7444794952681388
NB_ ('mean', 'var') ; 0.9085173501577287 ; 0.7413249211356467 ; 0.8738170347003155 ; 0.7413249211356467
NB_ ('mean', 'median') ; 0.9148264984227129 ; 0.7476340694006309 ; 0.889589905362776 ; 0.7444794952681388
NB_ ('mean', 'skew') ; 0.9148264984227129 ; 0.7476340694006309 ; 0.8548895899053628 ; 0.7444794952681388
NB_ ('kurtosis', 'var') ; 0.9085173501577287 ; 0.7413249211356467 ; 0.8485804416403786 ; 0.7444794952681388
NB_ ('kurtosis', 'median') ; 0.8580441640378549 ; 0.7444794952681388 ; 0.8832807570977917 ; 0.7444794952681388
NB_ ('kurtosis', 'skew') ; 0.9085173501577287 ; 0.7444794952681388 ; 0.8548895899053628 ; 0.7444794952681388
